text,date,retweets,favorites,negative,neutral,positive,compound
"@ united thanks 4 cancelling flight 3 times,not having hotel promised.Oh hotel you finally got me doesn't pick up from this airport # Stranded",2017-04-04 16:58:57,0,1,0.073,0.694,0.233,0.5994
"Poor cust. service response. Basically said it's all my fault you didn't do your job. After all that, disappointed. # neverFlyUnited",2017-04-04 16:57:41,2,3,0.344,0.656,0.0,-0.836
"@ united U really suck! From the bitchy, rude & less than friendly flight attendants to misplacing my carry on that u checked at the gate!",2017-04-04 16:54:32,0,1,0.307,0.518,0.174,-0.6548
And the @ united PR people have set up a support group,2017-04-04 16:53:40,0,3,0.0,0.593,0.407,0.6705
Gotta love @ united!! I though they were changing course towards the friendly skies.,2017-04-04 16:50:07,0,0,0.0,0.455,0.545,0.8953
The United Airlines social media disaster shows it's time for brands to think beyond the office: http://buff.ly/2oVWCXV,2017-04-04 16:50:02,0,0,0.187,0.685,0.128,-0.3182
"Sorry for the delayed response, Debbie. If you still need assistance, please DM us your confirmation number. ^TY",2017-04-04 16:48:59,0,0,0.154,0.673,0.173,0.1027
Avoided Spirit Airlines to fly @ united but looks like they aren't that much different. Tell me your worst @ united airlines story,2017-04-04 16:48:16,0,0,0.226,0.461,0.313,0.2144
Hope you aren't hitting him or her on a safety violation!,2017-04-04 16:48:14,0,0,0.198,0.432,0.37,0.4199
# unitedairlinehangsuponcustomers @ united very disappointed that your customer rep managers are blatantly disrespectful,2017-04-04 16:47:32,0,0,0.21,0.618,0.173,-0.1513
As I took this my phone buzzed with another delay. I live here now. Hope @ united is hype to compensate me for all the money I've spent here! pic.twitter.com/L2jAEV3UA4,2017-04-04 16:46:45,0,8,0.071,0.743,0.186,0.5707
When I asked the @ united customer rep manager for her name she hung up. Tell me when @ united has hung up on you I ll RT it,2017-04-04 16:46:16,0,0,0.0,0.804,0.196,0.6808
"Tell me your worst @ united experience, clearly they don't value the time customers use to call them. 2 hrs and 3 hang ups",2017-04-04 16:45:30,0,0,0.214,0.594,0.192,-0.162
@ united customer agent had me on the phone for 2 hrs and hung up twice. His manager did a 3rd time. I am sure this happened to others,2017-04-04 16:44:46,0,0,0.0,0.819,0.181,0.6249
So @ united customer rep two hung up on me when I asked where I could report them treating me shabbily..I thought they were a nice company,2017-04-04 16:43:26,0,0,0.0,0.781,0.219,0.7089
Boo for @ united for discontinuing gift certificates. Was nice gift. Several terrible flight experiences in the past year. Need new airline!,2017-04-04 16:41:59,0,0,0.101,0.52,0.38,0.8221
Gorgeous day to fly @ DCA on @ united !!! pic.twitter.com/T4HySciYys,2017-04-04 16:41:36,0,0,0.0,0.477,0.523,0.826
"""United Airlines tells passengers 'leggings are welcome' after dress code row"" http://www.telegraph.co.uk/news/2017/03/26/women-barred-flight-wearing-leggings/ …",2017-04-04 16:41:19,0,0,0.0,0.633,0.367,0.7003
@ united I submitted forms re: name mistake on account & now after being on hold VERY LONG am told to resubmit. Rude & Horrible service.,2017-04-04 16:41:12,0,1,0.3,0.606,0.094,-0.7269
Remember the girls who couldn't get on the # unitedAIRLINES plane cuz they were wearing leggings neither do I.,2017-04-04 16:38:33,0,0,0.0,1.0,0.0,0.0
@ united been at the airport for over 3hours now and you still delay me 2 more hours.... not a happy loyal customer at all. pic.twitter.com/k8jPIpRlUq,2017-04-04 16:33:03,0,0,0.271,0.635,0.094,-0.6503
@ katienolan every time I fly and see you in that awful @ united pre-takeoff video a part of me dies...,2017-04-04 16:30:29,0,0,0.144,0.721,0.135,-0.0516
United Airlines maintenance crews teaming with IBM and Apple http://www.bizjournals.com/chicago/news/2017/04/03/united-airlines-maintenance-crews-teaming-with-ibm.amp.html …,2017-04-04 16:27:29,0,0,0.0,0.763,0.237,0.4215
im not sure my case number. I go through Chase Ultimate Rewards for my mileage.,2017-04-04 16:26:06,0,0,0.113,0.634,0.253,0.3481
United Airlines has the worst customer service,2017-04-04 16:25:33,0,0,0.345,0.42,0.235,-0.3182
"Hey Max, are you currently awaiting your luggage? Has any luggage from your flight been released? ^AD",2017-04-04 16:24:52,0,0,0.0,1.0,0.0,0.0
"Hi Mike, it looks like it was sunny and close to 80 degrees in Miami today. ^CC",2017-04-04 16:24:32,0,0,0.0,0.739,0.261,0.6486
"We do apologize for the delay, Janet. We're glad to see you've arrived at your destination. ^CC",2017-04-04 16:23:22,0,0,0.111,0.676,0.213,0.2732
Hello? This seems like a pretty straightforward question...,2017-04-04 16:21:34,0,0,0.0,0.467,0.533,0.6908
Addicted to these # kindbar @United Airlines Term C Newark Liberty… https://www.instagram.com/p/BSe0z55hs2Ur0iUjpaN5cn8YBJZTM0Dyyp9iD80/ …,2017-04-04 16:20:04,0,0,0.0,1.0,0.0,0.0
@ united Good-bye until you tell O'Reilly 'Good-bye'!,2017-04-04 16:19:08,0,0,0.0,0.66,0.34,0.4753
"We're always happy to have you with us in the friendly skies, Tom. ^CC",2017-04-04 16:18:26,0,0,0.0,0.635,0.365,0.7845
"Based on this experience, sounds like a very smart move. The whole process from beginning to end was unprofessional and mishandled.",2017-04-04 16:17:44,0,0,0.128,0.659,0.213,0.2944
@ united awesome first class cabin crew on 2046 into DCA. Doing an awesome job!,2017-04-04 16:17:33,0,0,0.0,0.493,0.507,0.906
"@ united & @ EWRairport youve got the RUDEST Gate Agents working flight 362 G131! Shechoose the job, love it or leave it! # TimeToRetire",2017-04-04 16:17:16,0,0,0.181,0.566,0.253,0.4855
And us bridesmaids!!,2017-04-04 16:16:53,0,0,0.0,1.0,0.0,0.0
We're sorry to hear about this. Please let us know how we can help. ^CC,2017-04-04 16:16:26,0,0,0.07,0.644,0.286,0.6155
Disappointing experience w @ united in their handling of my luggage. Heard that delayed bags 4 no reason is common for them. Agree/disagree?,2017-04-04 16:13:43,0,1,0.28,0.613,0.107,-0.5423
@ united nothing like sitting in an airplane on the tarmac at O'Hare,2017-04-04 16:12:37,0,0,0.142,0.671,0.188,0.1754
now serving dinner with Death Star pepper shakers on @ united @ DepressedDarthpic.twitter.com/fIEMSKFOMG,2017-04-04 16:11:51,0,9,0.244,0.5,0.256,-0.2023
Loving the new @ united lounge at Newark # EWR terminal A @Newark Liberty International Airport https://www.instagram.com/p/BSez2fpDAkN/,2017-04-04 16:11:41,0,0,0.0,0.521,0.479,0.8779
Perk of being a crew member @ united seeing your daughter who lives 2600 mi away # Boston # layover # BeautyAndTheBeastpic.twitter.com/4mKwL5lXRz,2017-04-04 16:10:57,1,2,0.0,0.851,0.149,0.4215
"@ united its been over an hour since we landed,we r 50 people playing cat-mouse game between 2 carrousels. r u guys making fun of us? ua1127",2017-04-04 16:10:17,0,0,0.0,0.706,0.294,0.7845
@ united tried to upgrade to first class on UA 39. Agent wouldn't let us. 9 empty seats. You against making money?,2017-04-04 16:07:03,0,0,0.0,0.804,0.196,0.5255
So you won't apologize to @ united . You're part of the problem. This is the reason children think it's ok not to follow the rules.,2017-04-04 16:06:53,0,1,0.229,0.695,0.076,-0.5254
"One of these days, a flight on @ united will finally go well. That day is not today.",2017-04-04 16:03:52,2,0,0.0,0.741,0.259,0.5994
"Phoenix, Arizona to Toronto, Canada for only $287 roundtrip with @ United & @ Delta. http://www.secretflying.com/posts/phoenix-arizona-toronto-canada-290-roundtrip/ …pic.twitter.com/mloNtLmmYa",2017-04-04 16:01:54,4,3,0.0,0.811,0.189,0.4215
The winner may not be who you think it is. http://buff.ly/2ozSY9p # personalfinance # travel @ United @ SouthwestAir @ AmericanAir @ Delta,2017-04-04 16:00:56,0,0,0.0,0.694,0.306,0.765
