text,date,retweets,favorites,negative,neutral,positive,compound
@ united pic.twitter.com/Bb92UPu4KU,2017-04-07 16:59:38,0,0,0.0,0.263,0.737,0.4215
Oh dear. Are you at your destination now? ^MD,2017-04-07 16:58:51,0,0,0.0,0.755,0.245,0.3818
You're welcome. We hope to impress you in the future. ^TY,2017-04-07 16:58:41,0,1,0.0,0.476,0.524,0.8316
"Alexandre, this rebooking may depend on the availability of other flights to Brussels. ^AD",2017-04-07 16:57:39,0,0,0.0,1.0,0.0,0.0
Yes Trifecta of goodness!,2017-04-07 16:57:30,0,0,0.0,0.25,0.75,0.7177
Seriously! Are all the planes w/o # wifi in the Southeast? @ delta @ united & @ AmericanAir have wifi in the Southeast. # BusinessTravel,2017-04-07 16:57:22,0,0,0.078,0.78,0.142,0.3382
We look forward to having you gated as quickly as possible. We're sorry it's taking longer than expected. ^JR,2017-04-07 16:57:02,0,0,0.067,0.933,0.0,-0.0772
"@ united Please have someone DM me, asap",2017-04-07 16:56:43,1,1,0.0,0.495,0.505,0.6249
How about you call me. That would be appropriate. This whole situation very frustrating.,2017-04-07 16:56:24,0,0,0.197,0.803,0.0,-0.4927
I stopped flying @ united 8 yrs ago. Now I go @ delta--they have a hub system which means extra stops but good service,2017-04-07 16:55:54,0,2,0.122,0.622,0.256,0.6124
I am traveling with you guys @ FlyAirNZ but operated by @ united,2017-04-07 16:55:07,0,0,0.0,0.709,0.291,0.5719
"@ flyethiopian Sadly, I can't fly this airline anymore, as new @ United MileagePlus Award & Premier Qualifying miles are abysmal. # Premier1Kpic.twitter.com/vEflPMI215",2017-04-07 16:54:42,1,1,0.116,0.622,0.261,0.5423
Will do...TY...,2017-04-07 16:54:22,0,0,0.0,1.0,0.0,0.0
I used to @ united but now they're nothing but a show,2017-04-07 16:54:22,0,0,0.0,0.808,0.192,0.2263
"It does indeed, but that's not how I'd interpret that banner!",2017-04-07 16:54:01,0,3,0.0,1.0,0.0,0.0
"Hello Garth, did you file a delayed baggage report? How much later is it scheduled to arrive then when you landed? ^JR",2017-04-07 16:53:38,0,0,0.102,0.898,0.0,-0.3094
"@ united when you pay for economy plus you still board with group 5?? When you fly @ American or @ Delta and pay extra, you get to board early",2017-04-07 16:53:35,0,0,0.095,0.811,0.095,0.3313
. @ united private screening with no chargers on a 5 hour flight is reason to never fly with you again,2017-04-07 16:53:08,0,0,0.11,0.75,0.14,0.1531
That's the way to fly. Looks like a trifecta of good reasons to come along with us. ^JR,2017-04-07 16:52:16,0,0,0.0,0.735,0.265,0.6597
@ Delta,2017-04-07 16:52:12,0,0,0.0,1.0,0.0,0.0
. @ delta somehow @ united @ AmericanAir managed to run an airline this week # deltameltdown,2017-04-07 16:51:47,7,22,0.0,0.797,0.203,0.4215
Oh crap. That's crummy! Hope you get off the ground soon!,2017-04-07 16:51:46,0,0,0.172,0.597,0.231,0.2225
Understood. Please reach out to our Customer Care team once travel is complete http://bit.ly/U46edh . ^TY,2017-04-07 16:51:45,0,0,0.0,0.645,0.355,0.6808
"Sorry for my misunderstanding, Kelvin. Warmest withes for smooth travels on the rest of the drive. ^AD",2017-04-07 16:51:20,0,0,0.197,0.673,0.13,-0.1027
I was Global Services for years and now this...,2017-04-07 16:51:04,0,2,0.0,1.0,0.0,0.0
Thanks @ united for saving my husband from the HELL called Delta today. Otherwise he would be home next week.,2017-04-07 16:50:51,0,0,0.197,0.592,0.211,-0.1613
We're happy to try and assist. Please send us a DM with your concern. ^JR,2017-04-07 16:50:45,0,0,0.0,0.667,0.333,0.7184
@ united where you at!!! Bust up @ Delta marketshare they are pitiful! Poor business management !!,2017-04-07 16:50:29,0,0,0.335,0.539,0.126,-0.6876
Work faster @ SouthwestAir ! @ Delta @ united and @ AmericanAir is. Wifi shouldnt be that hard to add to your fleet. # awful,2017-04-07 16:50:22,0,0,0.128,0.684,0.188,0.0997
Hey @ united what's up with the 5 hour mechanical delay!?,2017-04-07 16:50:17,0,1,0.0,0.721,0.279,0.4753
"That's great, Janet. We're glad it's working out. ^JR",2017-04-07 16:50:10,0,0,0.0,0.496,0.504,0.7964
@ united I am beyond disappointed with United right now. They happily took $2k for deliberately oversold tickets and I'm now stranded,2017-04-07 16:49:59,1,0,0.11,0.565,0.325,0.7269
Maybe the service includes a stop at LAX or SFO?,2017-04-07 16:49:43,0,0,0.216,0.784,0.0,-0.296
woah what?!?!? EWR-SYD and EWR-MEL?,2017-04-07 16:49:31,0,0,0.0,1.0,0.0,0.0
United Airlines got beat with the Stupid Stick recently and taught a very valuable lesson in keepin' it (your... http://fb.me/3aV2X2cGi,2017-04-07 16:48:54,0,0,0.133,0.625,0.242,0.4201
"Ummmmmm... got something big to announce, @ United? pic.twitter.com/kBSYeIbcTW",2017-04-07 16:48:07,1,9,0.0,0.714,0.286,0.4215
472...5271....was on 6215...5529...,2017-04-07 16:47:53,0,0,0.0,1.0,0.0,0.0
No... I've landed... I'm on the road. Sorry I must've misunderstood you.,2017-04-07 16:47:53,0,0,0.291,0.709,0.0,-0.4019
@ united We just can't help ourselves,2017-04-07 16:47:46,0,1,0.249,0.442,0.309,0.1386
# flydelta # unitedbreaksguitars,2017-04-07 16:46:42,0,0,0.0,1.0,0.0,0.0
Silver Airways is garbage and so is @ united. never using them again.,2017-04-07 16:45:55,0,0,0.0,0.781,0.219,0.4728
"We'll have you there in no time, Kelvin. Do you have a connection to make? ^AD",2017-04-07 16:45:54,0,0,0.136,0.864,0.0,-0.296
No free pizza then?,2017-04-07 16:45:16,0,0,0.293,0.267,0.44,0.2732
@ united UA361 delayed 4 hours and counting. You going to get me home?,2017-04-07 16:44:37,0,0,0.129,0.68,0.19,0.2263
"Hi United. No worries, I finally spoke to someone on the phone that was able to help me.",2017-04-07 16:44:31,0,0,0.213,0.553,0.234,0.128
Mock IED Found On Chicago-Bound United Airlines Flight from Canada https://youtu.be/Vr_tnWDxPGo  via @ YouTube,2017-04-07 16:43:53,0,0,0.169,0.663,0.169,0.0
Your flight is delayed due to Air Traffic Control. Please await further announcement from your flight staff. ^JR,2017-04-07 16:43:25,0,0,0.092,0.728,0.18,0.2023
"Unfortunately, that's not how standby is processed. We will try to get you out on the earliest flight we can. ^JR",2017-04-07 16:42:30,0,0,0.107,0.893,0.0,-0.34
Nope! 45 minutes yet to go. Hopefully the part is still going when I get there...,2017-04-07 16:41:35,0,0,0.0,0.824,0.176,0.4574
