username,text,date,mentions,hashtags,geo,retweets,favorites,id,permalink
musicairport,United Airlines Temporarily Suspends Nonstop Service From Bradley To Houston http://bit.ly/2EwP0nT # news,2018-01-31 15:59:41,[''],[u'news'],,0,0,958852314458095616,https://twitter.com/musicairport/status/958852314458095616
toohiptom,"A United Airlines Boeing 787-924 arriving in from Shanghai, China to gate 74 at LAX. # LAX… https://www.instagram.com/p/BeohVR9FwOi/",2018-01-31 15:59:04,[''],[u'LAX'],,0,0,958852160112025601,https://twitter.com/toohiptom/status/958852160112025601
BethYoReilly,@ united can you tell your flight attendants not to put their bags in the overheads over the bulkheads seats! Those of us who sit there shouldn’t have to walk 2 rows back to store their bag!,2018-01-31 15:58:43,[u'united'],[''],,0,0,958852074720186369,https://twitter.com/BethYoReilly/status/958852074720186369
HolstonSachs,The friendly skies @ united providing a picturesque descent into LHR pic.twitter.com/ApLlnDd2qg,2018-01-31 15:57:39,['united'],[''],,0,1,958851805814902784,https://twitter.com/HolstonSachs/status/958851805814902784
united,"Hi there. If you were confirmed as Premier Gold, you should still receive your benefits despite what is reflected in the app. If you're having any issues, you can reach out to MileagePlus at 800-421-4655. ^KF",2018-01-31 15:56:48,[''],[''],,0,0,958851592115011585,https://twitter.com/united/status/958851592115011585
Lenageeh,how bizarre!! and that peacock is Huge'Emotional support peacock' denied entry on United Airlines flight http://ctv.news/sgdc9hk,2018-01-31 15:56:25,[''],[''],,0,0,958851492651421696,https://twitter.com/Lenageeh/status/958851492651421696
GlobalRegina,United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/D3nRlz,2018-01-31 15:54:13,[''],[''],,0,2,958850939347140609,https://twitter.com/GlobalRegina/status/958850939347140609
GlobalBCMorning,United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/9FTQAh,2018-01-31 15:54:13,[''],[''],,0,0,958850939313709056,https://twitter.com/GlobalBCMorning/status/958850939313709056
GlobalLeth,United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/yGqEOH,2018-01-31 15:54:13,[''],[''],,0,0,958850939250728962,https://twitter.com/GlobalLeth/status/958850939250728962
GlobalSaskatoon,United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/IrKqIx,2018-01-31 15:54:13,[''],[''],,0,1,958850939175292929,https://twitter.com/GlobalSaskatoon/status/958850939175292929
GlobalDurham,United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/0qWdvT,2018-01-31 15:54:13,[''],[''],,0,0,958850939171082242,https://twitter.com/GlobalDurham/status/958850939171082242
