text,date,retweets,favorites,negative,neutral,positive,compound
Our Maintenance team is working to have you on your way as soon as possible. Thank you for your patience. ^MD,2018-02-04 15:58:21,0,0,0.0,0.889,0.111,0.3612
We feel your frustration entirely and apologize for the missed connection. Please DM us your confirmation number if we can help with rebooking. ^ADhttps://twitter.com/messages/compose?recipient_id=260907612 …,2018-02-04 15:58:02,0,0,0.169,0.575,0.255,0.1725
yes @ united!!!! delay a flight that is already almost 2 hours late so you can let unnecessary crew members on!!! great idea!!!!!!,2018-02-04 15:57:37,0,9,0.084,0.623,0.292,0.7696
Woo! We see you've pulled away from the gate now. Let's get you to Toronto. ^AD,2018-02-04 15:57:10,0,1,0.0,0.816,0.184,0.5255
4822........ now going on a 5hr delay with no updates besides maintenance and @ United refuses to cancel the flight and bring in another plane for passengers,2018-02-04 15:56:53,0,0,0.215,0.693,0.092,-0.4019
Elitist,2018-02-04 15:56:32,0,0,0.0,1.0,0.0,0.0
Going home to Houston by @ united from # SanDiego. I will miss this beautiful weather.pic.twitter.com/ofP5eiAFJx,2018-02-04 15:56:21,0,3,0.084,0.526,0.39,0.7798
No sauerkraut? No onions? No pickled peppers?! Just eat that tubed meat penis in shame.,2018-02-04 15:55:31,0,0,0.489,0.511,0.0,-0.8602
United Airlines would probably take that to be a challenge.,2018-02-04 15:55:26,0,0,0.0,0.631,0.369,0.4767
Ketchup on a Chicago dog?,2018-02-04 15:55:16,0,0,0.0,1.0,0.0,0.0
"Hello, what is your flight number? ^MD",2018-02-04 15:55:03,0,0,0.0,0.822,0.178,0.0772
Oh no!,2018-02-04 15:53:32,0,0,0.714,0.286,0.0,-0.3595
@ united you guys seem to care more about a bag than a person. We could left the bag and everyone on the flight wouldve made their connecting flights.,2018-02-04 15:53:05,0,0,0.0,0.8,0.2,0.7184
But hold on! Big win! This @ United flight has in-flight TV!! # LaGuardiaSuperBowlParty # SuperBowlpic.twitter.com/jZZwZIHZJG,2018-02-04 15:52:46,0,0,0.0,0.586,0.414,0.8302
pic.twitter.com/bRPskUP4VO,2018-02-04 15:52:16,1,12,0.0,1.0,0.0,0.0
"Your employee Sig O from ASE has been extremely helpful in that regard, who deserves a pay raise for his outstanding patience and problem solving skills.... But I would appreciate a refund to or a match of ticket price to my foundation",2018-02-04 15:52:01,0,0,0.087,0.655,0.258,0.8439
Chicago Style: not being in the Super Bowl. # SuperBowl2018 @ united pic.twitter.com/Rq1l0k3x5Q,2018-02-04 15:51:59,2,10,0.0,0.573,0.427,0.7717
@ united my plane just left the gate at 645 I've been here since 528 can someone please explain the logic of waiting on a bag for 40 mins in Munich but not letting a passenger on the plane?,2018-02-04 15:51:52,0,0,0.0,0.905,0.095,0.3716
Sunset over Georgia on @ united 1261 # windowview # sneakapic # airplanewindow # avgeek # row3 # ua1261pic.twitter.com/Cdt7c6l1mK,2018-02-04 15:51:33,0,0,0.0,0.797,0.203,0.4215
How am I supposed the steam the super bowl if this is yalls WiFi speed???? @ united pic.twitter.com/Rk1mHRfcsp,2018-02-04 15:51:29,1,1,0.0,0.646,0.354,0.8253
"We see you're now on your way. Have a pleasant flight, Will. ^MD",2018-02-04 15:50:44,0,0,0.0,0.769,0.231,0.5106
@ united Wanna be a friend and hold UA 1734 for a few minutes? I think there are six of us going to Madison on UA 1654. We're looking like we'll get there about 15 min before our connection leaves. Next flight to MSN isn't til noon tomorrow or something and wd prefer not to drive,2018-02-04 15:49:27,0,0,0.0,0.797,0.203,0.9042
United # Airlines Cracking Down On Emotional Support Spouses - The Onion (satire) :http://fat.ly/4RQHr,2018-02-04 15:48:21,0,0,0.0,0.559,0.441,0.7269
"United Airlines Spent $69 Million on This Stadium Naming Deal, But They're Not … https://www.inc.com/bill-murphy-jr/united-airlines-paid-millions-to-put-its-name-on-this-stadium-but-heres-fine-print.html?cid=sf01001&sr_share=twitter …, see more http://tweetedtimes.com/v/1157?s=tnp",2018-02-04 15:48:03,0,0,0.0,0.835,0.165,0.4871
@ united I checked with you guys multiple times. Flight 1501 was supposed to have DirecTV. You even emailed me with that notification. I could have easily taken a different flight and watched the Super Bowl. Thanks for screwing up yet again.,2018-02-04 15:47:50,0,0,0.041,0.704,0.256,0.8779
Hey @ TurkishAirlines your Super Bowl Ad dollars wasted on me...never fly you again..cc: @ united @ Delta,2018-02-04 15:47:38,0,0,0.146,0.548,0.306,0.5423
. @ united flight 4077 delayed almost 2 hours for a missing flight attendant—unreal!,2018-02-04 15:45:31,0,2,0.296,0.503,0.201,-0.0845
Damn,2018-02-04 15:44:26,0,0,1.0,0.0,0.0,-0.4019
aieeee,2018-02-04 15:44:07,0,0,0.0,1.0,0.0,0.0
Check out United Airlines Uniform Dress Flight Attendant Aviation Collectible Size 8R https://www.ebay.com/ulk/itm/132359558996 … @ eBay,2018-02-04 15:42:55,0,0,0.0,0.823,0.177,0.4215
"We hope you enjoy the game, David! ^TP",2018-02-04 15:42:21,0,1,0.0,0.484,0.516,0.75
2 hours. Not bad! I usually fly @ United but they’ve cut back flights in/out of Milwaukee.,2018-02-04 15:41:56,0,3,0.287,0.608,0.105,-0.5093
Oh no!,2018-02-04 15:40:44,0,0,0.714,0.286,0.0,-0.3595
We apologize for the trouble our website is giving you. For our international contact options: http://bit.ly/1NvYTkT . ^AD,2018-02-04 15:39:59,0,0,0.132,0.683,0.185,0.0258
Thanks for the ride back home @ United. Got to experience @ BoeingAirplanes 787 once again. <3,2018-02-04 15:39:48,0,0,0.0,0.583,0.417,0.8225
@ United Darshi in Indianapolis was awesome though. Very helpful! She did a tremendous job in a very bad situation,2018-02-04 15:39:24,0,0,0.14,0.48,0.38,0.7574
Spending the night in Peoria. Thanks @ united,2018-02-04 15:38:10,0,4,0.0,0.467,0.533,0.6908
"You're most welcome. It's always a pleasure having you with us, AJ. Stay warm. ^KL",2018-02-04 15:37:53,0,1,0.0,0.553,0.447,0.8357
No More Pigs or Peacocks: United # Airlines Cracks Down On 'Emotional Support Animal' Rules in New Policy - @ Newsweek :http://fat.ly/5xO7S,2018-02-04 15:35:21,0,0,0.091,0.617,0.292,0.5994
I LOVE @ lufthansa / the super bowl is live on this flight. DEN 2 MUN @ staralliance @ united # flying # globalservices,2018-02-04 15:34:40,0,1,0.0,0.528,0.472,0.9124
"We're sorry to leave you without updates, Wendy. Estimated departure is now 6:10 p.m. due to a late inbound aircraft. Your jet is in the air from MSP. It was delayed there due to Air Traffic Control holds. ^AD",2018-02-04 15:34:08,0,0,0.112,0.888,0.0,-0.34
"If @ united offered $100 bills to everyone, they'd still find a way to piss people off. # Leadershiphttp://flip.it/zuWNl0",2018-02-04 15:33:52,0,0,0.138,0.718,0.144,0.0258
"Hey Anthony, what was your flight number today? Are you now at your destination? ^MD",2018-02-04 15:32:47,0,0,0.0,0.894,0.106,0.168
@ united this flight has literally been here an extra hour pass departure. Why exactly wouldn't they hold the doors for 10 more minutes ? pic.twitter.com/ms1tpjeWkw,2018-02-04 15:31:31,0,0,0.0,0.891,0.109,0.4215
"@ united I want to give special recognition to flight attendant David who worked flight 1462 from th the Bahamas to Newark. My kids were having ""problems"" and he went out of his way to help get them settled.",2018-02-04 15:31:24,0,0,0.0,0.776,0.224,0.8176
United Airlines Cracking Down On Emotional Support Spouses. SAD!,2018-02-04 15:30:43,0,0,0.236,0.308,0.456,0.3734
"United Airlines Spent $69 Million on This Stadium Naming Deal, But They're Not Getting This 1 Important Thing http://dlvr.it/QF1Y7t pic.twitter.com/eqY6WfGLB1",2018-02-04 15:29:07,0,0,0.0,0.765,0.235,0.5574
"Looking for things to do in LA? Check out this website: https://www.discoverlosangeles.com/  And to get there, # FlyFargo is just $270 RT to LA with @ united! See dates and book: http://bit.ly/2rNptnH pic.twitter.com/wjJ7M72nYr",2018-02-04 15:29:06,1,1,0.0,0.904,0.096,0.4753
"@ united Watching the Big Game, somewhere between EWR and MCO. Of course, as a Steelers fan, if we lost the signal it wouldn't bother me a bit. My view from 3F. pic.twitter.com/W2kNUyhywg",2018-02-04 15:28:39,0,0,0.065,0.734,0.201,0.5908
@ united UA1286 from EWR to AVL. Left wing seems to have an issue. Told the UA crew at the AVL airport. pic.twitter.com/FDhXF62Bxm,2018-02-04 15:28:20,0,0,0.0,0.882,0.118,0.4215
JT maybe it’s time for a piece on how UA’s twitter support measures up to AA,2018-02-04 15:26:43,0,3,0.0,0.709,0.291,0.6523
"United Airlines - just when you think it can‘t get any worse, it does. Now there is no access to ANY info on Safari Browsers.",2018-02-04 15:26:36,0,1,0.182,0.722,0.096,-0.3612
We hope we'll be able to see you on board with us in the near future. ^MD,2018-02-04 15:26:09,0,0,0.0,0.847,0.153,0.4404
United Airlines Thinks Aisle Seats Should Cost More Than Window Seats... - God Save The Points http://www.godsavethepoints.com/2018/02/03/united-airlines-thinks-aisle-seats-cost-window-seats/?utm_campaign=crowdfire&utm_content=crowdfire&utm_medium=social&utm_source=twitter …,2018-02-04 15:26:07,0,0,0.0,0.616,0.384,0.7964
*trying to book BE,2018-02-04 15:25:52,0,0,0.0,1.0,0.0,0.0
Hi @ united can I please get a free wine or beer voucher because my flight is delayed for so long during Superbowl Sunday?? I'd greatly appreciate it,2018-02-04 15:25:46,1,8,0.056,0.594,0.349,0.8706
I'm in Hong Kong. Not going to call Reservations and wait on hold for an hour when paying international rates.,2018-02-04 15:25:43,0,3,0.0,1.0,0.0,0.0
That's what you get for booking BE ;),2018-02-04 15:25:05,0,0,0.0,0.787,0.213,0.2263
"Hi Tay, can you please explain a bit more about what's going on? ^AD",2018-02-04 15:24:58,0,0,0.0,0.839,0.161,0.3182
Thanks for the ride @ united! What wonderful service provided by your lead F/A on UA1261! Makes going back to the cold almost bearable! # unitedairlines # ua1261 # friendlyskies # unitedsuperhero # somewhereoverflorida # b737900er # b737 # avgeekpic.twitter.com/YcjFAg1Ar6,2018-02-04 15:23:58,0,3,0.0,0.732,0.268,0.8827
@ united they dlsais they were going to open the doors now they are saying no... I had another flight I could've made if I left 20 mins ago why is this a shit show?,2018-02-04 15:22:43,0,0,0.121,0.799,0.08,-0.3506
Worst airline ever @ united,2018-02-04 15:22:34,0,1,0.461,0.225,0.315,-0.3182
I have worked with Mileage Plus Reservations today. I think you have a significant pricing problem with your website right now. I’m going to talk to other carriers that appear to be about half your fare or less. Fares from IAH to DFW are $350 round trip.,2018-02-04 15:22:32,0,0,0.058,0.903,0.039,-0.2263
"Hey JT, have you tried calling our Reservations team at 1-800-864-8331 to use this voucher? ^AD",2018-02-04 15:22:17,0,0,0.0,0.851,0.149,0.3885
@ united airlines sucks will NEVER fly them@again,2018-02-04 15:21:49,0,1,0.243,0.485,0.272,0.0772
@ united flight 5817. Pilot won't let us board # Denver to # colorado airport. Delayed inc. Delayed boarding 2 hrs. Told to board & then stood in the frigid corridor. Told to go back. Seriously?,2018-02-04 15:21:33,0,0,0.156,0.765,0.079,-0.1779
"Also, the gate agent has been working since 2AM. And she wasn’t having any luck with the system. Poor woman dealing with TWO delayed flights and ~30 people. @ united not really treating their employees great. Luckily we’re in canada and everyone is being SUPER nice",2018-02-04 15:19:58,0,0,0.08,0.591,0.329,0.9488
anyone else unable to cjeck into their @ united # UnitedAirlines flight?,2018-02-04 15:19:09,0,0,0.0,0.763,0.237,0.4215
"Crew Scheduler - Corestaff / United Airlines - Chicago, IL http://dlvr.it/QF1VL5  Jobs Chicago",2018-02-04 15:19:03,0,0,0.0,0.763,0.237,0.4215
"If you would like to speak with our Reservations team, you are welcome to call 1-800-864-8331. ^MD",2018-02-04 15:18:56,0,0,0.0,0.732,0.268,0.6705
Kudos for helping YYZ clear the delay!!!,2018-02-04 15:18:45,0,0,0.161,0.21,0.629,0.7701
Los Angeles Memorial Coliseum to get new name after deal with United Airlines # UnitedAirlines https://milesreport.com/airlines/ua/news#t15667 …,2018-02-04 15:18:03,0,0,0.0,0.833,0.167,0.4215
United Airlines Paid Millions to Put Its Name On This Stadium. But Here's the Fine Print Bill Murphy Jr. # UnitedAirlines https://milesreport.com/airlines/ua/news#t15665 …,2018-02-04 15:18:02,0,0,0.0,0.805,0.195,0.5574
"United Airlines Spent $69 Million on This Stadium Naming Deal, But They're Not Getting This 1 Important Thing http://on.inc.com/2FJOuC4",2018-02-04 15:16:14,0,0,0.0,0.765,0.235,0.5574
"Hi Dame'on, we feel how upset you are about this. Just to check, have you been rebooked for your connection? ^AD",2018-02-04 15:16:13,0,0,0.115,0.885,0.0,-0.3818
More @ united amazingness today. Redeeming a voucher for flights and continually getting these errors. pic.twitter.com/C5xTr2dWpw,2018-02-04 15:16:12,0,2,0.137,0.686,0.177,0.1761
You’re literally the worst @ united,2018-02-04 15:16:09,0,5,0.414,0.303,0.283,-0.3182
I worked with Mileage Plus Customer Service and they were amazed at the high fares to Texas from DCA. Who can I talk to that isn’t a social media responder?,2018-02-04 15:15:43,0,0,0.0,0.89,0.11,0.4939
"Following peacock fiasco, United Airlines tightens policy for comfort animals | http://Stuff.co.nz https://www.stuff.co.nz/travel/news/101168563/following-peacock-fiasco-united-airlines-tightens-policy-for-comfort-animals …",2018-02-04 15:14:33,0,0,0.199,0.482,0.319,0.25
The pleasure was ours. See you again soon. ^JR,2018-02-04 15:14:09,0,0,0.0,0.684,0.316,0.5719
"Either I’ve no luck on any of my # US domestic flights, or I’m discovering that *all* US domestic flights are always # late! This time, sitting on the tarmac waiting for takeoff since 30 minutes with @ united # UA719. Maybe we’ll take off when we’ll know the # SuperBowlLII winner!",2018-02-04 15:14:08,0,0,0.04,0.776,0.184,0.8395
"A New post United Airlines Spent $69 Million on This Stadium Naming Deal, But They're Not Getting This 1 Important Thing has been published on https://buzz.affcart.com/united-airlines-spent-69-million-on-this-stadium-naming-deal-but-theyre-not-getting-this-1-important-thing/?Twitter …pic.twitter.com/VdPVN0UOjt",2018-02-04 15:13:59,0,0,0.0,0.82,0.18,0.5574
We emergency landed in Iowa two years ago and they didn’t tell us anything that was up and the United reps ignored us for hours. I haven’t flown with them since.,2018-02-04 15:13:45,0,1,0.141,0.778,0.081,-0.2732
