text,date,retweets,favorites,negative,neutral,positive,compound
Thanks to the amazing team at @ United for the Silver Elite upgrade to 1st Class on the final… https://www.instagram.com/p/Betq8BbBPRE/,2018-02-02 15:59:13,0,0,0.0,0.627,0.373,0.8591
"Honestly, United/Continental and American are the best of any of the others. NEVER fly Spirit. Southwest is good and all, but you get what you pay for. Frontier was really good but really expensive. Delta wasn’t that great either. I use United and love their Continental line.",2018-02-02 15:58:49,0,0,0.024,0.565,0.411,0.9783
"Join me at 2018 United Airlines Rock 'n' Roll Washington DC Marathon & 1/2 Marathon on March 10, 2018! http://www.runrocknroll.com/dc/?rf=MV3ee2qiu2qa6nE73uBz2U3e&ts=T … # grind",2018-02-02 15:58:34,0,0,0.0,0.773,0.227,0.6476
"Reminded why I don’t fly @ Delta anymore. Wow, what kind of service is that?!?! Going back to @ united",2018-02-02 15:58:25,0,1,0.0,0.665,0.335,0.8198
Mi inglés sufre.,2018-02-02 15:58:11,0,3,0.0,1.0,0.0,0.0
"It’s Flight #4886 from Newark, NJ",2018-02-02 15:57:55,0,0,0.0,1.0,0.0,0.0
"Hey Brian, which flight are you on today? ^TP",2018-02-02 15:57:55,0,0,0.0,1.0,0.0,0.0
"Thanks for reaching out to our team members, Robbie. We hope to have you on board with us in the future. ^MD",2018-02-02 15:57:24,0,0,0.0,0.714,0.286,0.765
Hahahajaja. So sorry,2018-02-02 15:57:14,0,1,0.443,0.557,0.0,-0.1513
Estop escribeiting coNunidad Me explotashion el TOC. Plischu.,2018-02-02 15:56:42,1,4,0.0,1.0,0.0,0.0
"Hey David, what's your flight number? Are you now on your way? ^MD",2018-02-02 15:56:38,0,1,0.0,0.878,0.122,0.168
The 4 of us flew for 120k miles!,2018-02-02 15:55:57,0,0,0.0,1.0,0.0,0.0
"We're seeing that there was an aircraft swap for your flight on January 30th, which may explain why your seat was changed, Dean. ^KF",2018-02-02 15:55:16,0,0,0.0,1.0,0.0,0.0
"Hey Grace, can we assist you with anything? What's going on? ^MD",2018-02-02 15:55:03,0,0,0.0,0.777,0.223,0.4871
Jelou my friend @ xoffpoppe. In the next días me subiré a un flight de @ united. Would be very lindo if sorteamos un sortier de @ United with the # ConunidadQV. What do u think about eso?,2018-02-02 15:55:03,0,20,0.0,0.767,0.233,0.8316
Why United Airlines has got into a flap over a peacock... pic.twitter.com/mUBlrMvYKs,2018-02-02 15:52:55,0,0,0.0,0.763,0.237,0.4215
This. Isn’t good when you have another flight to catch the next day. @ united would like to offer me a flight to SFO and the red eye to EWR. No thanks. pic.twitter.com/Cxd7Jl5dR2,2018-02-02 15:52:53,0,0,0.056,0.662,0.282,0.836
I started to read @ bnickeson's latest for @ AirlineReporter but stopped when I got to the part where he scored DEN-SFO-CPH for 30K @ United miles. I typically clear that level of earning in one year of # MileagePlusX spend. Compelling!,2018-02-02 15:52:28,0,2,0.055,0.719,0.226,0.8122
United Airlines has joined Delta with tightening regulations concerning Service Dogs and ESAs.... https://fb.me/97xSbHBA7,2018-02-02 15:52:23,0,1,0.0,0.823,0.177,0.4215
I hope @ united doesn’t change their policy on my # emotionalsupport chainsaw.,2018-02-02 15:52:16,0,0,0.0,0.584,0.416,0.6908
They keep bumping it back in 15 to 20 minute chunks. They did bring out the Doritos and granola bars tho,2018-02-02 15:51:59,0,1,0.0,1.0,0.0,0.0
A United Airlines Passenger Found a 'Forever' Travel Voucher From 1998. Here's How United Responded... https://www.inc.com/bill-murphy-jr/a-united-airlines-passenger-found-a-forever-travel-voucher-from-1998-heres-how-united-responded.html … via @ Inc,2018-02-02 15:51:52,0,0,0.0,0.714,0.286,0.6808
"Schedule padding in action? @ united 17 minute delay (likely longer), but we’re still arriving early. pic.twitter.com/3uSVyvpHLX",2018-02-02 15:51:49,0,0,0.094,0.798,0.108,0.0644
By The Economist online ...read more Read more here: Why United Airlines has got into a flap over a peacock... https://fb.me/9eYz4Qwy1,2018-02-02 15:51:18,0,0,0.0,0.855,0.145,0.4703
Why United Airlines has got into a flap over a peacock http://www.allfinancialonline.com/why-united-airlines-has-got-into-a-flap-over-a-peacock/ …pic.twitter.com/Zisx1oLPX7,2018-02-02 15:51:15,0,0,0.0,0.763,0.237,0.4215
"Hi there, Daniel. You may want to contact the airport directly to make sure that the times are correct. ^KF",2018-02-02 15:50:51,0,1,0.0,0.833,0.167,0.3818
Spirit # Airlines # pilots' new contract could be bad news for United # Airlines - Chicago Business Journal :http://fat.ly/5xMxf,2018-02-02 15:50:48,0,0,0.167,0.619,0.214,0.0
