text,date,retweets,favorites,negative,neutral,positive,compound
United Airlines Temporarily Suspends Nonstop Service From Bradley To Houston http://bit.ly/2EwP0nT # news,2018-01-31 15:59:41,0,0,0.0,0.797,0.203,0.4215
"A United Airlines Boeing 787-924 arriving in from Shanghai, China to gate 74 at LAX. # LAX… https://www.instagram.com/p/BeohVR9FwOi/",2018-01-31 15:59:04,0,0,0.0,0.843,0.157,0.4215
@ united can you tell your flight attendants not to put their bags in the overheads over the bulkheads seats! Those of us who sit there shouldn’t have to walk 2 rows back to store their bag!,2018-01-31 15:58:43,0,0,0.0,0.909,0.091,0.5242
The friendly skies @ united providing a picturesque descent into LHR pic.twitter.com/ApLlnDd2qg,2018-01-31 15:57:39,0,1,0.0,0.449,0.551,0.8225
"Hi there. If you were confirmed as Premier Gold, you should still receive your benefits despite what is reflected in the app. If you're having any issues, you can reach out to MileagePlus at 800-421-4655. ^KF",2018-01-31 15:56:48,0,0,0.0,0.902,0.098,0.4019
how bizarre!! and that peacock is Huge'Emotional support peacock' denied entry on United Airlines flight http://ctv.news/sgdc9hk,2018-01-31 15:56:25,0,0,0.223,0.515,0.261,0.2225
United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/D3nRlz,2018-01-31 15:54:13,0,2,0.136,0.607,0.257,0.3818
United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/9FTQAh,2018-01-31 15:54:13,0,0,0.136,0.607,0.257,0.3818
United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/yGqEOH,2018-01-31 15:54:13,0,0,0.136,0.607,0.257,0.3818
United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/IrKqIx,2018-01-31 15:54:13,0,1,0.136,0.607,0.257,0.3818
United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/0qWdvT,2018-01-31 15:54:13,0,0,0.136,0.607,0.257,0.3818
United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/nMg4BE,2018-01-31 15:54:12,0,0,0.136,0.607,0.257,0.3818
United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/4ldxVc,2018-01-31 15:54:12,0,0,0.136,0.607,0.257,0.3818
United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/QnlHMY,2018-01-31 15:54:12,0,0,0.136,0.607,0.257,0.3818
United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/9q3uAk,2018-01-31 15:54:12,1,0,0.136,0.607,0.257,0.3818
United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/RmApll,2018-01-31 15:54:12,0,0,0.136,0.607,0.257,0.3818
United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/9Od1na,2018-01-31 15:54:11,1,1,0.136,0.607,0.257,0.3818
United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/1UaKhS,2018-01-31 15:54:11,1,0,0.136,0.607,0.257,0.3818
United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/jV5cT8,2018-01-31 15:54:11,3,8,0.136,0.607,0.257,0.3818
United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/g5ANvE,2018-01-31 15:54:08,2,11,0.136,0.607,0.257,0.3818
United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/jfi2Zd,2018-01-31 15:54:08,0,0,0.136,0.607,0.257,0.3818
United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/7sZEcC,2018-01-31 15:54:08,2,4,0.136,0.607,0.257,0.3818
United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/nf8TT4,2018-01-31 15:54:08,1,4,0.136,0.607,0.257,0.3818
United Airlines denied a woman from bringing her support animal on board because it was a peacock http://glbn.ca/Q74rIq,2018-01-31 15:54:08,7,23,0.136,0.607,0.257,0.3818
"When you don’t get an upgrade to first class, but you have a whole row to yourself on an overnight flight. I a big huge thank you to Steven and Roedel at BWI airport Premier Check In for exceptional and amazing customer service today @ united. Absolutely grateful. pic.twitter.com/rfLWMqQFJa",2018-01-31 15:53:46,0,7,0.0,0.672,0.328,0.9663
If # UnitedAirlines denied boarding to a peacock. Can we assume they won't be allowing # DonaldTrump to fly with them either? # braggart # egotist # windbag,2018-01-31 15:52:54,0,0,0.237,0.763,0.0,-0.7351
Hey @ united Laura our FA On UA5418 is a keeper. Talk about world class service! # whyiflyunited # awesomeemployees,2018-01-31 15:52:18,0,1,0.0,0.829,0.171,0.4753
No longer going out of my way to fly @ united and cancelling the @ Chase United mileage card. Terrible customer service by both companies,2018-01-31 15:51:37,1,2,0.231,0.586,0.182,-0.128
False dichotomy. The app could do something intelligent like hide the label or show some generic text.,2018-01-31 15:51:18,0,1,0.08,0.66,0.259,0.5859
Nah but you can!,2018-01-31 15:50:40,0,1,0.332,0.668,0.0,-0.126
"Emotional Support...WHAT!!? Peacock Dexter Turned Away From United Airlines Flight, what next a gorilla..panther? http://www.huffingtonpost.ca/2018/01/31/emotional-support-peacock-dexter-turned-away-from-united-airlines-flight_a_23348871/?ncid=webmail …",2018-01-31 15:50:07,0,0,0.0,0.685,0.315,0.673
"No, THANK YOU for the support and encouragement to implement # Core4 to our customers as well as our @ united family! # beingUnitedpic.twitter.com/ibukg750n8",2018-01-31 15:49:19,1,33,0.071,0.482,0.447,0.8939
@ United says no to an # emotionalpeacock # goodjobhttp://liveandletsfly.boardingarea.com/2018/01/29/united-airlines-peacock/ …,2018-01-31 15:48:50,0,0,0.22,0.5,0.28,0.1531
Lots of changes coming for LA's Memorial Coliseum...now United Airlines Memorial Coliseum. New seating options will elevate the game-day experience for fans and donors @ USCTrojans @ DLRGrouppic.twitter.com/OzGGupxtvn,2018-01-31 15:48:00,9,10,0.0,0.899,0.101,0.4215
'Emotional support peacock' denied entry on United Airlines flight https://fb.me/FBCaK0it,2018-01-31 15:44:42,0,0,0.181,0.375,0.444,0.4939
@ united may not like the size of your peacock... but we do. # Serviced # ShowYourTailFeathers # ClassyAFpic.twitter.com/nO30VMZYOB,2018-01-31 15:43:25,0,0,0.095,0.79,0.115,0.0887
My reaction to thispic.twitter.com/a32FLiQbxr,2018-01-31 15:43:06,0,1,0.0,1.0,0.0,0.0
wow! journey is amazing,2018-01-31 15:43:00,0,1,0.0,0.202,0.798,0.8356
I liked a @ YouTube video http://youtu.be/gTNoX6XOdv4?a  PEACOCK DENIED FLIGHT ON UNITED AIRLINES,2018-01-31 15:42:22,0,0,0.214,0.413,0.373,0.4019
"as far as i know, there is no testing for an emotional support animal, other than they provide you w/support (from an emotional standpoint) — i agree that there should be guidelines bc bringing a peacock on a plane isn’t the best idea (&would be anxiety provoking to others!)",2018-01-31 15:41:37,0,0,0.103,0.666,0.232,0.8016
