text,date,retweets,favorites,negative,neutral,positive,compound
New post (Why United Airlines has got into a flap over a peacock) has been published on Leggings Are Pants - http://leggingsarepants.org/news/why-united-airlines-has-got-into-a-flap-over-a-peacock/ …,2018-02-03 15:59:36,0,0,0.0,0.865,0.135,0.4215
New post (Why United Airlines has got into a flap over a peacock) has been published on Leggings Are Pants - http://leggingsarepants.org/news/why-united-airlines-has-got-into-a-flap-over-a-peacock/ …,2018-02-03 15:59:33,0,0,0.0,0.865,0.135,0.4215
New post (Why United Airlines has got into a flap over a peacock) has been published on Leggings Are Pants - http://leggingsarepants.org/news/why-united-airlines-has-got-into-a-flap-over-a-peacock/ …,2018-02-03 15:59:29,0,0,0.0,0.865,0.135,0.4215
New post (Why United Airlines has got into a flap over a peacock) has been published on Leggings Are Pants - http://leggingsarepants.org/news/why-united-airlines-has-got-into-a-flap-over-a-peacock/ …,2018-02-03 15:59:25,0,0,0.0,0.865,0.135,0.4215
New post (Why United Airlines has got into a flap over a peacock) has been published on Leggings Are Pants - http://leggingsarepants.org/news/why-united-airlines-has-got-into-a-flap-over-a-peacock/ …,2018-02-03 15:59:21,0,0,0.0,0.865,0.135,0.4215
New post (Why United Airlines has got into a flap over a peacock) has been published on Leggings Are Pants - http://leggingsarepants.org/news/why-united-airlines-has-got-into-a-flap-over-a-peacock/ …,2018-02-03 15:59:08,0,0,0.0,0.865,0.135,0.4215
New post (Why United Airlines has got into a flap over a peacock) has been published on Leggings Are Pants - http://leggingsarepants.org/news/why-united-airlines-has-got-into-a-flap-over-a-peacock/ …,2018-02-03 15:58:45,0,0,0.0,0.865,0.135,0.4215
New post (Why United Airlines has got into a flap over a peacock) has been published on Leggings Are Pants - http://leggingsarepants.org/news/why-united-airlines-has-got-into-a-flap-over-a-peacock/ …,2018-02-03 15:58:41,0,0,0.0,0.865,0.135,0.4215
New post (Why United Airlines has got into a flap over a peacock) has been published on Leggings Are Pants - http://leggingsarepants.org/news/why-united-airlines-has-got-into-a-flap-over-a-peacock/ …,2018-02-03 15:58:38,0,0,0.0,0.865,0.135,0.4215
New post (Why United Airlines has got into a flap over a peacock) has been published on Leggings Are Pants - http://leggingsarepants.org/news/why-united-airlines-has-got-into-a-flap-over-a-peacock/ …,2018-02-03 15:58:30,0,0,0.0,0.865,0.135,0.4215
"You offer a fare, I click on purchase button, you refuse to provide ticket. That is simply dishonest. You obviously thought it was available. Please solve the problem.",2018-02-03 15:58:17,0,0,0.255,0.623,0.122,-0.6705
@ united doesn't seem to care about their customers. # unitedfailhttps://twitter.com/aimangeraiges/status/959860596488491014 …,2018-02-03 15:57:32,0,0,0.211,0.563,0.225,0.0444
"Thank you @ united for an amazing flight from Edinburgh to Newark today, you made me feel so special and a great start to my birthday. # bestflightever",2018-02-03 15:56:49,0,8,0.0,0.541,0.459,0.9513
"After reading some of these @ united customer service problems, I dont think they will ever care about a customer relation problem.",2018-02-03 15:56:47,0,0,0.205,0.568,0.227,0.1531
"Seems like @ united customer service is very hit and miss, more miss than hit though.",2018-02-03 15:55:41,0,1,0.186,0.549,0.265,0.3762
Seems like I'm not the only person not getting helped by @ united https://twitter.com/lisacornwellgc/status/959795601436233729 …,2018-02-03 15:54:39,0,0,0.0,0.675,0.325,0.6486
# HNTB LA architecture studio taking a tour of our latest project as it nears completion # UnitedAirlines # LAXishappening # aviationarchitect # avgeekpic.twitter.com/v15yg2Wi6S – bei United Club,2018-02-03 15:52:56,2,6,0.0,0.882,0.118,0.4215
United Airlines: Team United - To South Korea! http://dlvr.it/QDvhx4 pic.twitter.com/BesQClAKN1,2018-02-03 15:52:33,0,0,0.0,0.505,0.495,0.7088
Try that shit on @ united and see what happens.,2018-02-03 15:49:00,0,0,0.269,0.522,0.209,-0.2023
Better be careful Dr.... they’ve beaten people for less lip.,2018-02-03 15:46:22,0,1,0.196,0.49,0.315,0.1779
"Hi there, Scott. Can you provide more details in DM? ^KFhttps://twitter.com/messages/compose?recipient_id=260907612 …",2018-02-03 15:42:44,0,0,0.0,1.0,0.0,0.0
That is correct. Here is more information on our Basic Economy fare http://bit.ly/2f20e8K . ^NC,2018-02-03 15:41:34,0,0,0.0,1.0,0.0,0.0
.... # SuperBowlVibes @United Airlines - Denver International… https://www.instagram.com/p/BewNszmhK2cBAukCh46dxJj8AyzpSAvHJ-qxe00/ …,2018-02-03 15:41:24,0,0,0.0,1.0,0.0,0.0
"@ united Seriously, Ya'll can fuck off. Traveling with a family of 6 and you douchebags charge me an extra $100 per ticket to let me select seating arrangements. God Forbid we actually sit together. Fuck you for screwing me out of an extra $600.",2018-02-03 15:40:03,0,0,0.244,0.663,0.093,-0.7906
# EnVideo | United Airlines impide a un Pavo Real tomar su vuelo https://goo.gl/DX1zzo pic.twitter.com/BLNX6Z7orJ,2018-02-03 15:40:00,1,0,0.0,0.781,0.219,0.4215
United Airlines changes policy on comfort animals after peacock incident http://newspop.fun/caa/posts/1009460 …,2018-02-03 15:39:26,1,0,0.0,0.629,0.371,0.6486
"Yes, I believe so but the representative I spoke with said she could not assist with ensuring the tickets I bought together are seated together.",2018-02-03 15:38:13,0,0,0.092,0.831,0.077,-0.0954
I’m aware of the policy as written. I take many ski trips a year and skis and a boot bags has always been accepted for one charge. Never have I seen an agent ask to look in the boot bag. Not a skier friendly airline.,2018-02-03 15:36:08,0,0,0.0,0.878,0.122,0.6486
"It's our pleasure, Dean. Thanks for letting us bring you home. ^KL",2018-02-03 15:35:30,0,0,0.0,0.602,0.398,0.765
"Hey Clayton. We're happy to hear this, and glad to have you on board today. ^KF",2018-02-03 15:33:31,0,1,0.0,0.676,0.324,0.7717
Thanks for getting me home quickly today @ United # smoothflight # goodlanding # 30KFeetpic.twitter.com/qu7EtD7zGa,2018-02-03 15:31:35,0,0,0.0,0.612,0.388,0.6908
"Hi there, Mark. As fares are subject to change based on availability, it may no longer be available for purchase. ^KF",2018-02-03 15:29:23,0,0,0.099,0.901,0.0,-0.296
"Thanks @ united for proactively booking me on an earlier flight home! After 28+ hours of travel, getting home 2 hours earlier is a plus!!! # travel # unitedglobalservices # united",2018-02-03 15:29:16,0,0,0.0,0.695,0.305,0.8647
And I’m off... @United Airlines O'Hare https://www.instagram.com/p/BewL4Thjgx9/,2018-02-03 15:25:30,0,0,0.0,1.0,0.0,0.0
I want an emotional support peacock too. BBC News - 'Emotional support peacock' barred from United Airlines plane http://www.bbc.co.uk/news/world-us-canada-42880690 …,2018-02-03 15:23:32,1,10,0.0,0.464,0.536,0.8658
Participo!!!!,2018-02-03 15:22:33,0,1,0.0,1.0,0.0,0.0
@ united refuses to honor its own price quote and then hangs up the phone. Go team :-(,2018-02-03 15:21:40,0,0,0.111,0.622,0.267,0.5423
"Looking at this pic, it's very clear why this needed to happen ... # Unitedairlines Tightens Travel Rules for Emotional-Support Animals via @ WSJ # emotionalsupportanimals # saturdaymorninghttps://www.wsj.com/articles/united-tightens-travel-rules-for-emotional-support-animals-1517508034?utm_campaign=crowdfire&utm_content=crowdfire&utm_medium=social&utm_source=twitter …",2018-02-03 15:20:11,0,0,0.0,0.888,0.112,0.4391
"Nila, did you purchase a Basic Economy ticket? ^NC",2018-02-03 15:15:12,0,0,0.0,1.0,0.0,0.0
Omg,2018-02-03 15:15:05,0,0,0.0,1.0,0.0,0.0
"Sounds good to us, Bill. We're happy to have you on board. If you ever need any assistance during your travel, please don't hesitate to reach out to us here. ^KF",2018-02-03 15:14:38,0,0,0.028,0.688,0.284,0.8638
"@ united can we a ""Search Preferences"" option on the web interface to hide basic economy fares? The mobile app has this setting and it's great.",2018-02-03 15:12:00,0,11,0.057,0.709,0.233,0.7351
Really disappointed with @ priceline for selling me airline tix where I can’t choose seats together although I bought tix together & even more disappointed with @ united & @ FlyFrontier for not allowing me to request seats together unless I give them more $,2018-02-03 15:09:59,0,1,0.158,0.77,0.071,-0.5751
Constantly :-),2018-02-03 15:08:41,0,0,0.0,0.303,0.697,0.3182
United airlines <b>vacations</b> https://goo.gl/fb/ddD4E9,2018-02-03 15:08:11,0,0,0.0,0.517,0.483,0.4215
While we're on the topic... the inflight wifi system on 737's has similar issues with the mobile lastpass app. (I'm not currently on a plane so I can't dig into specifics.),2018-02-03 15:06:09,0,0,0.0,1.0,0.0,0.0
"Hey Meli, we'd like to check this out for you. Please DM your confirmation number. ^TPhttps://twitter.com/messages/compose?recipient_id=260907612 …",2018-02-03 15:05:16,0,0,0.0,0.681,0.319,0.6249
"Thank you for bringing this to our attention, Paul. We will pass this along to the appropriate team. ^KL",2018-02-03 15:04:21,0,0,0.0,0.878,0.122,0.3612
Use your MileagePlus® award miles to enjoy an exclusive experience at the @ united Fairway Club on the 17th green at the 2018 # genesisopenpic.twitter.com/jrUj4OLFPR,2018-02-03 15:04:05,1,2,0.0,0.633,0.367,0.875
At FLL. I wonder if United Airlines will let me bring my emotional support alligator onboard. pic.twitter.com/5o3R7iZLBd,2018-02-03 15:03:55,0,30,0.0,0.647,0.353,0.7269
We're glad that our United Club team was able to help you end your trip to San Francisco on a high note. ^TP,2018-02-03 15:02:01,0,0,0.0,0.691,0.309,0.8176
Es muuuy bello!!!,2018-02-03 15:01:24,0,1,0.0,1.0,0.0,0.0
Update: I’m watching her check other people in. There’s also no other @ united flight leaving except mine. Uhhhhh...,2018-02-03 15:01:20,0,1,0.105,0.762,0.133,0.1531
@ united leaving San Francisco is always tough but you make it a little easier. Cheers to a great United Club staff pic.twitter.com/AsYAAEQwFv,2018-02-03 15:00:06,0,0,0.037,0.418,0.545,0.9583
@ united the single sign on page you get redirected too from the following url does not interact properly with auto-fill password managers such as @ LastPassHelp. How do we fix this? http://mystatus.united.com/,2018-02-03 14:59:20,0,0,0.0,0.915,0.085,0.4215
"I thought I liked @ united but then the lady wouldn’t let me go to my gate bc I’m “too early.” Oh I’m sorry, my hotel kicked me out so I didn’t really have a choice",2018-02-03 14:59:15,0,2,0.044,0.842,0.114,0.3291
United Airlines Cracking Down On Emotional Support Spouses http://www.theonion.com/united-airlines-cracking-down-on-emotional-support-spou-1822676070?utm_medium=sharefromsite&utm_source=The_Onion_twitter … via @ theonion,2018-02-03 14:58:15,0,1,0.0,0.53,0.47,0.7269
Where would I get a claim number? I was told I had to message customer service and they emailed me back with the generic info. I don't see a claim number.,2018-02-03 14:57:39,0,0,0.0,0.898,0.102,0.1531
United Airlines Forced Emotional Support Peacock to Give Up Its Seat http://newspop.fun/caa/posts/1009792 …,2018-02-03 14:57:17,0,0,0.166,0.442,0.392,0.4767
"@ united Good job!!! Tired of seeing people abuse the law to bring their ""so called emotional support animals"" on board! They are trying to cheat the system and not pay for their animal. If you can't leave home without your 300lb pig, drive instead of fly. https://twitter.com/TravelLeisure/status/959920734863872001 …",2018-02-03 14:57:03,0,0,0.162,0.61,0.227,-0.3142
There's been a 75% jump in United Airlines customers taking 'emotional support animals' on board http://jrnl.ie/3830629t,2018-02-03 14:57:01,3,4,0.0,0.628,0.372,0.7269
"Following peacock fiasco, United # Airlines tightens policy for comfort animals - USA TODAY :http://fat.ly/4RPMo",2018-02-03 14:56:34,0,0,0.177,0.538,0.285,0.25
"Rachel, do you have a claim number? If so, please DM your claim number. ^NC",2018-02-03 14:56:05,0,0,0.0,0.679,0.321,0.4927
Hey Luis. We hope you have a much better view on your flight to Singapore. Let us know if you need any assistance during your travels. ^KF,2018-02-03 14:50:20,0,0,0.0,0.805,0.195,0.7003
I was trying to work with your agent because my daughters miles were deleted after she thought she had done what she was supposed to do to keep them active. They told me to contact Customer service. Customer Service just cut and pasted the options of how much we can pay.,2018-02-03 14:50:10,0,1,0.066,0.883,0.051,0.0516
@ united @ diegohara participó,2018-02-03 14:49:30,0,0,0.0,0.417,0.583,0.4215
"Hey Scott, we're excited to hear you enjoyed it. You're making us hungry. ^KF",2018-02-03 14:47:44,0,0,0.0,0.678,0.322,0.6908
1st flight leg (LAS - SFO) on @ united to SIN and I find out 11A is not actually a window seat... Oh well at least this didn't happen on the 17hr leg. Although it would've been nice to see the Sierra pic.twitter.com/MXebwGs3SW,2018-02-03 14:47:41,0,1,0.092,0.744,0.164,0.3328
,2018-02-03 14:47:12,0,1,0.0,1.0,0.0,0.0
"Rachel, that is not the service we wish to provide. How can we assist you? ^NC",2018-02-03 14:46:11,0,0,0.0,0.847,0.153,0.4019
This is never what we want to hear. Please DM your confirmation number so we can take a closer look. ^TPhttps://twitter.com/messages/compose?recipient_id=260907612 …,2018-02-03 14:45:40,0,0,0.056,0.779,0.165,0.3352
"@ united Thanks to the United Club team for adding Super Bowl food! Hot Dogs, Nachos, etc, a welcomed site after flying while waiting for my connecting flight!",2018-02-03 14:45:39,0,0,0.0,0.577,0.423,0.937
Nice job @ united and good luck @ bradie_tennell .https://twitter.com/united/status/958888318644703232 …,2018-02-03 14:44:32,0,3,0.0,0.258,0.742,0.8885
"@ united flew in on 1994 to ORD, lunch meal of beef and Mac n cheese was amazing! The beef as so tender and the sauce was excellent!!!",2018-02-03 14:43:38,0,0,0.0,0.667,0.333,0.9094
Thanks for the heads up. We have seen and responded to your DM. ^KL,2018-02-03 14:42:09,0,1,0.0,0.818,0.182,0.4404
"Fresh from peacock incident, United # Airlines sets stricter rules for emotional support animals - CNBC :http://fat.ly/2a027",2018-02-03 14:40:47,0,0,0.0,0.539,0.461,0.8126
Thanks. I’ve DM’d,2018-02-03 14:40:40,0,0,0.0,0.408,0.592,0.4404
That is not the service we want to provide. Have you reached out to an agent at the Club? ^NC,2018-02-03 14:39:08,0,0,0.0,0.87,0.13,0.1779
Please do! Other airlines actually reciprocate such agreements.,2018-02-03 14:37:27,0,0,0.0,0.561,0.439,0.5707
"Hi Andrew, while we do not have access to their seat manifest, you will need to work directly with them in regards to seat assignments. Follow us to DM if you need your LH confirmation number. ^KLhttps://twitter.com/messages/compose?recipient_id=260907612 …",2018-02-03 14:36:07,0,0,0.0,0.965,0.035,0.0772
Hopefully without service level degradation,2018-02-03 14:35:34,0,0,0.0,0.354,0.646,0.6679
"Chelsea, this is very concerning. Please DM more information ^NC",2018-02-03 14:34:58,0,0,0.0,0.777,0.223,0.3774
"@ united How do I select my seats with a LH code share that was booked through you? I waited until 23 hours like your site said, and I've tried and looked around, and nothing works, including trying to fix it at LH. How do I upgrade to Premium economy for the 3 LH legs?",2018-02-03 14:33:22,0,0,0.0,0.854,0.146,0.782
"How can we help you today, Beddie? ^TP",2018-02-03 14:32:34,0,0,0.0,0.722,0.278,0.4019
@ united @ CNTraveler Passport fee increases coming soon: Here's how to avoid the charge http://www.foxbusiness.com/features/2018,2018-02-03 14:31:40,0,0,0.129,0.706,0.165,0.1531
United Airlines Cracking Down On Emotional Support Spouses. SAD!,2018-02-03 14:30:49,0,0,0.236,0.308,0.456,0.3734
Thought @ united was working to improve customer relationships. Trying to get them to do the right thing and they send me a cut and pasted response. Think I'm done with them.,2018-02-03 14:29:17,0,0,0.06,0.776,0.164,0.5574
United Airlines Cracking Down On Emotional Support Spouses https://www.theonion.com/united-airlines-cracking-down-on-emotional-support-spou-1822676070?utm_campaign=crowdfire&utm_content=crowdfire&utm_medium=social&utm_source=twitter …,2018-02-03 14:27:12,0,0,0.0,0.458,0.542,0.7269
"The best way is through our Customer Care link or the 1K desk. Here is the Customer Care link http://bit.ly/U46edh . Also, please DM your MileagePlus number for our file. ^NC",2018-02-03 14:27:07,0,0,0.0,0.638,0.362,0.9217
You're very welcome. Are you traveling with us soon? ^KF,2018-02-03 14:27:03,0,0,0.0,0.732,0.268,0.5095
thank you,2018-02-03 14:25:46,0,0,0.0,0.286,0.714,0.3612
@ united You really disappointed me today. Cancelled my parents flights for the rest of their trip although they were there the entire time. That is really alarming you are that unorganized. I’ll never fly again with you. Family reunion ruined!,2018-02-03 14:24:52,0,0,0.219,0.723,0.058,-0.7768
"Gustavo, what are you trying to access? ^NC",2018-02-03 14:24:12,0,0,0.0,1.0,0.0,0.0
"Ok, thanks",2018-02-03 14:23:58,0,0,0.0,0.0,1.0,0.6249
You may need to reach out to the airport for that. You can also reach our Accessibility Desk at 800-228-2744. ^KF,2018-02-03 14:23:31,0,0,0.0,0.896,0.104,0.0516
Whar about KIAD - Washington Dulles International Airport? NZ's friend United Airlines has a 61% share of the 21 million pax who go thru there each year. US politicians cud come direct to NZ if they fly it!,2018-02-03 14:23:24,0,1,0.0,0.795,0.205,0.8172
"Lo conozco, pero no me sirve, voy por pocos dias a competir, no de paseo.",2018-02-03 14:22:22,0,1,0.268,0.732,0.0,-0.5267
"Hi, yeah she has luggage that she’s checking in. Is there any service that helps people with luggage that can meet her at the curb at the airport?",2018-02-03 14:22:03,0,0,0.0,0.844,0.156,0.5859
Such a beautiful view. ^NC,2018-02-03 14:20:42,0,1,0.0,0.435,0.565,0.5994
"Kyle, are you ready for the Big Game? ^NC",2018-02-03 14:20:16,0,0,0.0,0.762,0.238,0.3612
Max Moore is so dreamy,2018-02-03 14:20:02,0,1,0.0,1.0,0.0,0.0
No update at this time. ^NC,2018-02-03 14:19:33,0,0,0.306,0.694,0.0,-0.296
Hi there. Is she checking her bags? ^KF,2018-02-03 14:19:10,0,0,0.0,1.0,0.0,0.0
Ain’t got time to take a fast train?,2018-02-03 14:18:07,0,0,0.0,1.0,0.0,0.0
"Flying soon? More on the tightening up of comfort animal policy on airlines. --Following peacock fiasco, United Airlines tightens policy for comfort animals https://usat.ly/2E5TnIw  via @ usatoday",2018-02-03 14:17:43,0,0,0.1,0.665,0.236,0.5423
Eso es cierto. Consideramos que el cuidado del los animales es fundamental. Por lo que tenemos un producto dedicado y diferenciado para ellos: https://www.united.com/ual/en/us/fly/travel/animals/petsafe.html …,2018-02-03 14:15:58,0,1,0.0,1.0,0.0,0.0
@ united is turning @ SydneyAirport into their 787 hub with all these morning arrivals. And all of them are @ BoeingAirplanes 787-9s!pic.twitter.com/wadoe96r7L,2018-02-03 14:13:45,0,1,0.0,0.86,0.14,0.4753
"Kevin, we hate to hear you experience was not up to par. Have you reached out to the 1K line about your experience? ^NC",2018-02-03 14:12:41,0,0,0.137,0.812,0.052,-0.5106
Me muero por muerta!! Es miooo !! # BoeingRocks,2018-02-03 14:11:22,0,1,0.0,1.0,0.0,0.0
"Siempre que busco vuelos a usa el que mas me conviene es United pero debo desestimarlo porque no llevan perros en bodega, salvo por cargo.",2018-02-03 14:10:17,0,1,0.081,0.815,0.104,0.1531
